title,authors,year,venue,doi,pdfUrl,landingUrl,abstract,source,id
Towards the Automation of a Chemical Sulphonation Process with Machine Learning,Enrique Garcia-Ceja; Åsmund Hugo; Brice Morin; Per-Olav Hansen; Espen Martinsen; An Ngoc Lam; Øystein Haugen,2020,arXiv,,https://arxiv.org/pdf/2009.12125v1,http://arxiv.org/abs/2009.12125v1,"Nowadays, the continuous improvement and automation of industrial processes has become a key factor in many fields, and in the chemical industry, it is no exception. This translates into a more efficient use of resources, reduced production time, output of higher quality and reduced waste. Given the complexity of today's industrial processes, it becomes infeasible to monitor and optimize them without the use of information technologies and analytics. In recent years, machine learning methods have been used to automate processes and provide decision support. All of this, based on analyzing large amounts of data generated in a continuous manner. In this paper, we present the results of applying machine learning methods during a chemical sulphonation process with the objective of automating the product quality analysis which currently is performed manually. We used data from process parameters to train different models including Random Forest, Neural Network and linear regression in order to predict product quality values. Our experiments showed that it is possible to predict those product quality values with good accuracy, thus, having the potential to reduce time. Specifically, the best results were obtained with Random Forest with a mean absolute error of 0.089 and a correlation of 0.978.",arxiv,2009.12125v1
Enabling the Deployment of Any-Scale Robotic Applications in Microservice Architectures through Automated Containerization,Jean-Pierre Busch; Lennart Reiher; Lutz Eckstein,2023,arXiv,,https://arxiv.org/pdf/2309.06611v3,http://arxiv.org/abs/2309.06611v3,"In an increasingly automated world -- from warehouse robots to self-driving cars -- streamlining the development and deployment process and operations of robotic applications becomes ever more important. Automated DevOps processes and microservice architectures have already proven successful in other domains such as large-scale customer-oriented web services (e.g., Netflix). We recommend to employ similar microservice architectures for the deployment of small- to large-scale robotic applications in order to accelerate development cycles, loosen functional dependence, and improve resiliency and elasticity. In order to facilitate involved DevOps processes, we present and release a tooling suite for automating the development of microservices for robotic applications based on the Robot Operating System (ROS). Our tooling suite covers the automated minimal containerization of ROS applications, a collection of useful machine learning-enabled base container images, as well as a CLI tool for simplified interaction with container images during the development phase. Within the scope of this paper, we embed our tooling suite into the overall context of streamlined robotics deployment and compare it to alternative solutions. We release our tools as open-source software at https://github.com/ika-rwth-aachen/dorotos.",arxiv,2309.06611v3
A Study of Data Store-based Home Automation,Kaushal Kafle; Kevin Moran; Sunil Manandhar; Adwait Nadkarni; Denys Poshyvanyk,2018,arXiv,,https://arxiv.org/pdf/1812.01597v1,http://arxiv.org/abs/1812.01597v1,"Home automation platforms provide a new level of convenience by enabling consumers to automate various aspects of physical objects in their homes. While the convenience is beneficial, security flaws in the platforms or integrated third-party products can have serious consequences for the integrity of a user's physical environment. In this paper we perform a systematic security evaluation of two popular smart home platforms, Google's Nest platform and Philips Hue, that implement home automation ""routines"" (i.e., trigger-action programs involving apps and devices) via manipulation of state variables in a centralized data store. Our semi-automated analysis examines, among other things, platform access control enforcement, the rigor of non-system enforcement procedures, and the potential for misuse of routines. This analysis results in ten key findings with serious security implications. For instance, we demonstrate the potential for the misuse of smart home routines in the Nest platform to perform a lateral privilege escalation, illustrate how Nest's product review system is ineffective at preventing multiple stages of this attack that it examines, and demonstrate how emerging platforms may fail to provide even bare-minimum security by allowing apps to arbitrarily add/remove other apps from the user's smart home. Our findings draw attention to the unique security challenges of platforms that execute routines via centralized data stores and highlight the importance of enforcing s",arxiv,1812.01597v1
"Sabbath Day Home Automation: ""It's Like Mixing Technology and Religion""",Allison Woodruff; Sally Augustin; Brooke Foucault,2007,arXiv,,https://arxiv.org/pdf/0704.3643v1,http://arxiv.org/abs/0704.3643v1,"We present a qualitative study of 20 American Orthodox Jewish families' use of home automation for religious purposes. These lead users offer insight into real-life, long-term experience with home automation technologies. We discuss how automation was seen by participants to contribute to spiritual experience and how participants oriented to the use of automation as a religious custom. We also discuss the relationship of home automation to family life. We draw design implications for the broader population, including surrender of control as a design resource, home technologies that support long-term goals and lifestyle choices, and respite from technology.",arxiv,0704.3643v1
HKD-SHO: A hybrid smart home system based on knowledge-based and data-driven services,Mingming Qiu; Elie Najm; Rémi Sharrock; Bruno Traverson,2024,arXiv,,https://arxiv.org/pdf/2402.15521v1,http://arxiv.org/abs/2402.15521v1,"A smart home is realized by setting up various services. Several methods have been proposed to create smart home services, which can be divided into knowledge-based and data-driven approaches. However, knowledge-based approaches usually require manual input from the inhabitant, which can be complicated if the physical phenomena of the concerned environment states are complex, and the inhabitant does not know how to adjust related actuators to achieve the target values of the states monitored by services. Moreover, machine learning-based data-driven approaches that we are interested in are like black boxes and cannot show the inhabitant in which situations certain services proposed certain actuators' states. To solve these problems, we propose a hybrid system called HKD-SHO (Hybrid Knowledge-based and Data-driven services based Smart HOme system), where knowledge-based and machine learning-based data-driven services are profitably integrated. The principal advantage is that it inherits the explicability of knowledge-based services and the dynamism of data-driven services. We compare HKD-SHO with several systems for creating dynamic smart home services, and the results show the better performance of HKD-SHO.",arxiv,2402.15521v1
Emotion-Aware Smart Home Automation Based on the eBICA Model,Masaaki Yamauchi; Yiyuan Liang; Hiroko Hara; Hideyuki Shimonishi; Masayuki Murata,2025,arXiv,,https://arxiv.org/pdf/2512.21589v1,http://arxiv.org/abs/2512.21589v1,"Smart home automation that adapts to a user's emotional state can enhance psychological safety in daily living environments. This study proposes an emotion-aware automation framework guided by the emotional Biologically Inspired Cognitive Architecture (eBICA), which integrates appraisal, somatic responses, and behavior selection. We conducted a proof-of-concept experiment in a pseudo-smart-home environment, where participants were exposed to an anxiety-inducing event followed by a comfort-inducing automation. State anxiety (STAI-S) was measured throughout the task sequence. The results showed a significant reduction in STAI-S immediately after introducing the avoidance automation, demonstrating that emotion-based control can effectively promote psychological safety. Furthermore, an analysis of individual characteristics suggested that personality and anxiety-related traits modulate the degree of relief, indicating the potential for personalized emotion-adaptive automation. Overall, this study provides empirical evidence that eBICA-based emotional control can function effectively in smart home environments and offers a foundation for next-generation affective home automation systems.",arxiv,2512.21589v1
Wireless Home Automation Using Social Networking Websites,Divya Alok Gupta; Dwith Chenna; B. Aditya Vighnesh Ramakanth,2025,arXiv,,https://arxiv.org/pdf/2506.22482v1,http://arxiv.org/abs/2506.22482v1,"With the advent of Internet of Things, Wireless Home Automation Systems WHAS are gradually gaining popularity. These systems are faced with multiple challenges such as security; controlling a variety of home appliances with a single interface and user friendliness. In this paper we propose a system that uses secure authentication systems of social networking websites such as Twitter, tracks the end-users activities on the social network and then control his or her domestic appliances. At the end, we highlight the applications of the proposed WHAS and compare the advantages of our proposed system over traditional home automation systems.",arxiv,2506.22482v1
Android based security and home automation system,Sadeque Reza Khan; Farzana Sultana Dristy,2015,arXiv,,https://arxiv.org/pdf/1504.03564v1,http://arxiv.org/abs/1504.03564v1,"The smart mobile terminal operator platform Android is getting popular all over the world with its wide variety of applications and enormous use in numerous spheres of our daily life. Considering the fact of increasing demand of home security and automation, an Android based control system is presented in this paper where the proposed system can maintain the security of home main entrance and also the car door lock. Another important feature of the designed system is that it can control the overall appliances in a room. The mobile to security system or home automation system interface is established through Bluetooth. The hardware part is designed with the PIC microcontroller.",arxiv,1504.03564v1
IRHA: An Intelligent RSSI based Home automation System,Samsil Arefin Mozumder; A S M Sharifuzzaman Sagar,2022,arXiv,,https://arxiv.org/pdf/2201.05975v1,http://arxiv.org/abs/2201.05975v1,"Human existence is getting more sophisticated and better in many areas due to remarkable advances in the fields of automation. Automated systems are favored over manual ones in the current environment. Home Automation is becoming more popular in this scenario, as people are drawn to the concept of a home environment that can automatically satisfy users' requirements. The key challenges in an intelligent home are intelligent decision making, location-aware service, and compatibility for all users of different ages and physical conditions. Existing solutions address just one or two of these challenges, but smart home automation that is robust, intelligent, location-aware, and predictive is needed to satisfy the user's demand. This paper presents a location-aware intelligent RSSI-based home automation system (IRHA) that uses Wi-Fi signals to detect the user's location and control the appliances automatically. The fingerprinting method is used to map the Wi-Fi signals for different rooms, and the machine learning method, such as Decision Tree, is used to classify the signals for different rooms. The machine learning models are then implemented in the ESP32 microcontroller board to classify the rooms based on the real-time Wi-Fi signal, and then the result is sent to the main control board through the ESP32 MAC communication protocol to control the appliances automatically. The proposed method has achieved 97% accuracy in classifying the users' location.",arxiv,2201.05975v1
Building Automation System Data Integration with BIM: Data Structure and Supporting Case Study,Caroline Quinn; Ali Zargar Shabestari; Marin Litoiu; J. J. McArthur,2022,arXiv,,https://arxiv.org/pdf/2205.05518v2,http://arxiv.org/abs/2205.05518v2,"Buildings Automation Systems (BAS) are ubiquitous in contemporary buildings, both monitoring building conditions and managing the building system control points. At present, these controls are prescriptive and pre-determined by the design team, rather than responsive to actual building performance. These are further limited by prescribed logic, possess only rudimentary visualizations, and lack broader system integration capabilities. Advances in machine learning, edge analytics, data management systems, and Facility Management-enabled Building Information Models (FM-BIMs) permit a novel approach: cloud-hosted building management. This paper presents an integration technique for mapping the data from a building Internet of Things (IoT) sensor network to an FM-BIM. The sensor data naming convention and timeseries analysis strategies integrated into the data structure are discussed and presented, including the use of a 3D nested list to permit timeseries data to be mapped to the FM-BIM and readily visualized. The developed approach is presented through a case study of an office living lab consisting of a local sensor network mimicking a BAS, which streams to a cloud server via a virtual private network connection. The resultant data structure and key visualizations are presented to demonstrate the value of this approach, which permits the end-user to select the desired timeframe for visualization and readily step through the spatio-temporal building performance data.",arxiv,2205.05518v2
A zigbee-based home automation system,Khusvinder Gill; Shuang‐Hua Yang; Fang Yao; Xin Lu,2009,IEEE Transactions on Consumer Electronics,https://doi.org/10.1109/tce.2009.5174403,https://dspace.lboro.ac.uk/2134/5548,https://doi.org/https://doi.org/10.1109/tce.2009.5174403,,openalex,https://openalex.org/W2109213733
An IoT-Based Smart Home Automation System,Cristina Stolojescu-Crișan; Calin Crisan; Bogdan-Petru Butunoi,2021,Sensors,https://doi.org/10.3390/s21113784,https://www.mdpi.com/1424-8220/21/11/3784/pdf?version=1622539044,https://doi.org/https://doi.org/10.3390/s21113784,,openalex,https://openalex.org/W3163970186
A risk analysis of a smart home automation system,Andreas Jacobsson; Martin Boldt; Bengt Carlsson,2015,Future Generation Computer Systems,https://doi.org/10.1016/j.future.2015.09.003,http://urn.kb.se/resolve?urn=urn:nbn:se:mau:diva-16078,https://doi.org/https://doi.org/10.1016/j.future.2015.09.003,,openalex,https://openalex.org/W1690148500
Design And Implementation Of A Wifi Based Home Automation System,Ahmed ElShafee; Karim Alaa Hamed,2012,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.1060319,https://zenodo.org/record/1060319,https://doi.org/https://doi.org/10.5281/zenodo.1060319,,openalex,https://openalex.org/W1789569517
The connected home: Smart automation enables home energy management,Chris Kim,2024,,10.32920/25343482,https://rshare.library.torontomu.ca/articles/report/The_connected_home_Smart_automation_enables_home_energy_management/25343482/1/files/44862331.pdf,https://doi.org/10.32920/25343482,,crossref,10.32920/25343482
Selected Home Automation and Home Security Realizations: An Improved Architecture,K. Balasubramanian; A. Cellatoglu,2010,Smart Home Systems,10.5772/8408,https://www.intechopen.com/chapters/9625,https://doi.org/10.5772/8408,,crossref,10.5772/8408
The Conneted Home: Exploring the Landscape of Home Automation Systems,,2024,CONFERENCE PROCEEDING,10.62919/dsds6121,http://dx.doi.org/10.62919/dsds6121,https://doi.org/10.62919/dsds6121,,crossref,10.62919/dsds6121
EEG-Robots and Home Automation,,2017,International Journal of Science and Research (IJSR),10.21275/art20174051,https://doi.org/10.21275/art20174051,https://doi.org/10.21275/art20174051,,crossref,10.21275/art20174051
Smart Home Automation System,Fouad ZARO; Ali TAMİMİ; Anas BARAKAT,2021,International Journal of Engineering and Innovative Research,10.47933/ijeir.781091,https://dergipark.org.tr/en/download/article-file/1242585,https://doi.org/10.47933/ijeir.781091,,crossref,10.47933/ijeir.781091
IoT Home Automation Benefits,Divya Prakash. R,2023,International Journal of Research Publication and Reviews,10.55248/gengpi.4.423.37899,http://dx.doi.org/10.55248/gengpi.4.423.37899,https://doi.org/10.55248/gengpi.4.423.37899,,crossref,10.55248/gengpi.4.423.37899
Home automation in the wild,A. J. Bernheim Brush; Bongshin Lee; Ratul Mahajan; Sharad Agarwal; Stefan Saroiu; Colin Dixon,2011,,https://doi.org/10.1145/1978942.1979249,,https://doi.org/https://doi.org/10.1145/1978942.1979249,,openalex,https://openalex.org/W1992916604
Wireless home automation networks: A survey of architectures and technologies,Carles Gómez; Josep Paradells,2010,IEEE Communications Magazine,https://doi.org/10.1109/mcom.2010.5473869,,https://doi.org/https://doi.org/10.1109/mcom.2010.5473869,,openalex,https://openalex.org/W2153500642
Bluetooth based home automation system,N. Sriskanthan; Fei Tan; Ankita Karande,2002,Microprocessors and Microsystems,https://doi.org/10.1016/s0141-9331(02)00039-x,,https://doi.org/https://doi.org/10.1016/s0141-9331(02)00039-x,,openalex,https://openalex.org/W2151473761
Bluetooth based home automation system using cell phone,Rajeev Piyare; M. Tazil,2011,,https://doi.org/10.1109/isce.2011.5973811,,https://doi.org/https://doi.org/10.1109/isce.2011.5973811,,openalex,https://openalex.org/W2149710455
IoT based monitoring and control system for home automation,D.M. Pavithra; Ranjith Balakrishnan,2015,,https://doi.org/10.1109/gcct.2015.7342646,,https://doi.org/https://doi.org/10.1109/gcct.2015.7342646,,openalex,https://openalex.org/W2188879569
IoT based smart security and home automation system,Ravi Kishore Kodali; Vishal Jain; Suvadeep Bose; Lakshmi Boppana,2016,,https://doi.org/10.1109/ccaa.2016.7813916,,https://doi.org/https://doi.org/10.1109/ccaa.2016.7813916,,openalex,https://openalex.org/W2576261600
Smart Energy Efficient Home Automation System Using IoT,Satyendra Vishwakarma; Prashant Upadhyaya; Babita Kumari; Arun Mishra,2019,,https://doi.org/10.1109/iot-siu.2019.8777607,,https://doi.org/https://doi.org/10.1109/iot-siu.2019.8777607,,openalex,https://openalex.org/W2966597539
Design and implementation of home automation system,A. Alheraish,2004,IEEE Transactions on Consumer Electronics,https://doi.org/10.1109/tce.2004.1362503,,https://doi.org/https://doi.org/10.1109/tce.2004.1362503,,openalex,https://openalex.org/W2136392288
Sabbath day home automation,Allison Woodruff; Sally Augustin; Brooke Foucault Welles,2007,,https://doi.org/10.1145/1240624.1240710,,https://doi.org/https://doi.org/10.1145/1240624.1240710,,openalex,https://openalex.org/W2062208357
Java-based home automation system,A. R. Al-Ali; M. Al‐Rousan,2004,IEEE Transactions on Consumer Electronics,https://doi.org/10.1109/tce.2004.1309414,,https://doi.org/https://doi.org/10.1109/tce.2004.1309414,,openalex,https://openalex.org/W2105077410
An internet based wireless home automation system for multifunctional devices,Ali Ziya Alkar; U. Buhur,2005,IEEE Transactions on Consumer Electronics,https://doi.org/10.1109/tce.2005.1561840,,https://doi.org/https://doi.org/10.1109/tce.2005.1561840,,openalex,https://openalex.org/W2031328395
Raspberry Pi as a Sensor Web node for home automation,Vladimir Vujović; Mirjana Maksimović,2015,Computers & Electrical Engineering,https://doi.org/10.1016/j.compeleceng.2015.01.019,,https://doi.org/https://doi.org/10.1016/j.compeleceng.2015.01.019,,openalex,https://openalex.org/W1986210179
An overview of home automation systems,Muhammad Asad Ullah; Ahsan Raza,2016,,https://doi.org/10.1109/icrai.2016.7791223,,https://doi.org/https://doi.org/10.1109/icrai.2016.7791223,,openalex,https://openalex.org/W2568234696
Home Automation Routing Requirements in Low-Power and Lossy Networks,Andreas Brandt; J. Buron; G. Porcu,2010,,https://doi.org/10.17487/rfc5826,,https://doi.org/https://doi.org/10.17487/rfc5826,,openalex,https://openalex.org/W2263923767
Mobile based home automation using Internet of Things(IoT),Kumar Mandula; Ramu Parupalli; Ch A S Murty; E. Magesh; Rutul Lunagariya,2015,,https://doi.org/10.1109/iccicct.2015.7475301,,https://doi.org/https://doi.org/10.1109/iccicct.2015.7475301,,openalex,https://openalex.org/W2546664215
Home Is Home,Steven Goodwin,2010,Smart Home Automation with Linux,10.1007/978-1-4302-2779-3_4,,https://doi.org/10.1007/978-1-4302-2779-3_4,,crossref,10.1007/978-1-4302-2779-3_4
HOME AUTOMATION USING ARDUINO,,2018,International Journal of Recent Trends in Engineering and Research,10.23883/ijrter.conf.02180328.032.9ehlj,,https://doi.org/10.23883/ijrter.conf.02180328.032.9ehlj,,crossref,10.23883/ijrter.conf.02180328.032.9ehlj
Figure 1: Workflow of home automation.,,,,10.7717/peerj-cs.1332/fig-1,,https://doi.org/10.7717/peerj-cs.1332/fig-1,,crossref,10.7717/peerj-cs.1332/fig-1
Home Automation Of Fan,,2017,International Journal of Recent Trends in Engineering and Research,10.23883/ijrter.2017.3008.ggcrq,,https://doi.org/10.23883/ijrter.2017.3008.ggcrq,,crossref,10.23883/ijrter.2017.3008.ggcrq
IOT BASED HOME AUTOMATION USING ESP32,,,,10.64971/j.cph.ijsdip.v14.i2.11.2026,,https://doi.org/10.64971/j.cph.ijsdip.v14.i2.11.2026,,crossref,10.64971/j.cph.ijsdip.v14.i2.11.2026
Home Automation Using Artificial Intelligence,,2018,International Journal of Recent Trends in Engineering and Research,10.23883/ijrter.2018.4206.pd8pq,,https://doi.org/10.23883/ijrter.2018.4206.pd8pq,,crossref,10.23883/ijrter.2018.4206.pd8pq
IoT and Smart Home Automation [Working Title],,2019,,10.5772/intechopen.77404,,https://doi.org/10.5772/intechopen.77404,,crossref,10.5772/intechopen.77404
Home Is Home: The Physical Practicalities,Steven Goodwin,2013,Smart Home Automation with Linux and Raspberry Pi,10.1007/978-1-4302-5888-9_4,,https://doi.org/10.1007/978-1-4302-5888-9_4,,crossref,10.1007/978-1-4302-5888-9_4
Bringing Home Automation Home,Jesse Feiler,2016,Learn Apple HomeKit on iOS,10.1007/978-1-4842-1527-2_1,,https://doi.org/10.1007/978-1-4842-1527-2_1,,crossref,10.1007/978-1-4842-1527-2_1
INTELLIGENCE HOME AUTOMATION SYSTEM USING LDR,,2017,International Journal of Recent Trends in Engineering and Research,10.23883/ijrter.conf.20170331.029.whoel,,https://doi.org/10.23883/ijrter.conf.20170331.029.whoel,,crossref,10.23883/ijrter.conf.20170331.029.whoel
Home automation via a telephone line,Tim W Waters,,,10.31274/td-20260812-320,,https://doi.org/10.31274/td-20260812-320,,crossref,10.31274/td-20260812-320
