title,authors,year,venue,doi,pdfUrl,landingUrl,abstract,source,id
Deep Learning Interviews: Hundreds of fully solved job interview questions from a wide range of key topics in AI,Shlomo Kashani; Amir Ivry,2021,arXiv,,https://arxiv.org/pdf/2201.00650v2,http://arxiv.org/abs/2201.00650v2,"The second edition of Deep Learning Interviews is home to hundreds of fully-solved problems, from a wide range of key topics in AI. It is designed to both rehearse interview or exam specific topics and provide machine learning MSc / PhD. students, and those awaiting an interview a well-organized overview of the field. The problems it poses are tough enough to cut your teeth on and to dramatically improve your skills-but they're framed within thought-provoking questions and engaging stories. That is what makes the volume so specifically valuable to students and job seekers: it provides them with the ability to speak confidently and quickly on any relevant topic, to answer technical questions clearly and correctly, and to fully understand the purpose and meaning of interview questions and answers. Those are powerful, indispensable advantages to have when walking into the interview room. The book's contents is a large inventory of numerous topics relevant to DL job interviews and graduate level exams. That places this work at the forefront of the growing trend in science to teach a core set of practical mathematical and computational skills. It is widely accepted that the training of every computer scientist must include the fundamental theorems of ML, and AI appears in the curriculum of nearly every university. This volume is designed as an excellent reference for graduates of such programs.",arxiv,2201.00650v2
Astroalign: A Python module for astronomical image registration,Martin Beroiz; Juan B. Cabral; Bruno Sanchez,2019,arXiv,,https://arxiv.org/pdf/1909.02946v2,http://arxiv.org/abs/1909.02946v2,"We present an algorithm implemented in the astroalign Python module for image registration in astronomy. Our module does not rely on WCS information and instead matches 3-point asterisms (triangles) on the images to find the most accurate linear transformation between the two. It is especially useful in the context of aligning images prior to stacking or performing difference image analysis. Astroalign can match images of different point-spread functions, seeing, and atmospheric conditions.",arxiv,1909.02946v2
Performance of Python runtimes on a non-numeric scientific code,Riccardo Murri,2014,arXiv,,https://arxiv.org/pdf/1404.6388v2,http://arxiv.org/abs/1404.6388v2,"The Python library FatGHol FatGHoL used in Murri2012 to reckon the rational homology of the moduli space of Riemann surfaces is an example of a non-numeric scientific code: most of the processing it does is generating graphs (represented by complex Python objects) and computing their isomorphisms (a triple of Python lists; again a nested data structure). These operations are repeated many times over: for example, the spaces and are triangulated by 4'583'322 and 747'664 graphs, respectively. This is an opportunity for every Python runtime to prove its strength in optimization. The purpose of this experiment was to assess the maturity of alternative Python runtimes, in terms of: compatibility with the language as implemented in CPython 2.7, and performance speedup. This paper compares the results and experiences from running FatGHol with different Python runtimes: CPython 2.7.5, PyPy 2.1, Cython 0.19, Numba 0.11, Nuitka 0.4.4 and Falcon.",arxiv,1404.6388v2
TimeGym: Debugging for Time Series Modeling in Python,Diogo Seca,2021,arXiv,,https://arxiv.org/pdf/2105.01404v1,http://arxiv.org/abs/2105.01404v1,"We introduce the TimeGym Forecasting Debugging Toolkit, a Python library for testing and debugging time series forecasting pipelines. TimeGym simplifies the testing forecasting pipeline by providing generic tests for forecasting pipelines fresh out of the box. These tests are based on common modeling challenges of time series. Our library enables forecasters to apply a Test-Driven Development approach to forecast modeling, using specified oracles to generate artificial data with noise.",arxiv,2105.01404v1
Extendible and Efficient Python Framework for Solving Evolution Equations with Stabilized Discontinuous Galerkin Method,Andreas Dedner; Robert Klöfkorn,2020,arXiv,,https://arxiv.org/pdf/2009.13416v2,http://arxiv.org/abs/2009.13416v2,"This paper discusses a Python interface for the recently published DUNE-FEM-DG module which provides highly efficient implementations of the Discontinuous Galerkin (DG) method for solving a wide range of non linear partial differential equations (PDE). Although the C++ interfaces of DUNE-FEM-DG are highly flexible and customizable, a solid knowledge of C++ is necessary to make use of this powerful tool. With this work easier user interfaces based on Python and the Unified Form Language are provided to open DUNE-FEM-DG for a broader audience. The Python interfaces are demonstrated for both parabolic and first order hyperbolic PDEs.",arxiv,2009.13416v2
Python GUI Scripting Interface for Running Atomic Physics Applications,Amani Tahat; Mofleh Tahat,2011,arXiv,,https://arxiv.org/pdf/1106.0868v1,http://arxiv.org/abs/1106.0868v1,"We create a Python GUI scripting interface working under Windows in addition to (UNIX/Linux). The GUI has been built around the Python open-source programming language. We use the Python's GUI library that so called Python Mega Widgets (PMW) and based on Tkinter Python module (http://www.freenetpages.co.uk/hp/alan.gauld/tutgui.htm). The new GUI was motivated primarily by the desire of more updated operations, more flexibility incorporating future and current improvements in producing atomic data. Furthermore it will be useful for a variety of applications of atomic physics, plasma physics and astrophysics and will help in calculating various atomic properties.",arxiv,1106.0868v1
Data Engineering for HPC with Python,Vibhatha Abeykoon; Niranda Perera; Chathura Widanage; Supun Kamburugamuve; Thejaka Amila Kanewala; Hasara Maithree; Pulasthi Wickramasinghe; Ahmet Uyar; Geoffrey Fox,2020,arXiv,,https://arxiv.org/pdf/2010.06312v1,http://arxiv.org/abs/2010.06312v1,"Data engineering is becoming an increasingly important part of scientific discoveries with the adoption of deep learning and machine learning. Data engineering deals with a variety of data formats, storage, data extraction, transformation, and data movements. One goal of data engineering is to transform data from original data to vector/matrix/tensor formats accepted by deep learning and machine learning applications. There are many structures such as tables, graphs, and trees to represent data in these data engineering phases. Among them, tables are a versatile and commonly used format to load and process data. In this paper, we present a distributed Python API based on table abstraction for representing and processing data. Unlike existing state-of-the-art data engineering tools written purely in Python, our solution adopts high performance compute kernels in C++, with an in-memory table representation with Cython-based Python bindings. In the core system, we use MPI for distributed memory computations with a data-parallel approach for processing large datasets in HPC clusters.",arxiv,2010.06312v1
DESlib: A Dynamic ensemble selection library in Python,Rafael M. O. Cruz; Luiz G. Hafemann; Robert Sabourin; George D. C. Cavalcanti,2018,arXiv,,https://arxiv.org/pdf/1802.04967v3,http://arxiv.org/abs/1802.04967v3,"DESlib is an open-source python library providing the implementation of several dynamic selection techniques. The library is divided into three modules: (i) \emph{dcs}, containing the implementation of dynamic classifier selection methods (DCS); (ii) \emph{des}, containing the implementation of dynamic ensemble selection methods (DES); (iii) \emph{static}, with the implementation of static ensemble techniques. The library is fully documented (documentation available online on Read the Docs), has a high test coverage (codecov.io) and is part of the scikit-learn-contrib supported projects. Documentation, code and examples can be found on its GitHub page: https://github.com/scikit-learn-contrib/DESlib.",arxiv,1802.04967v3
SPySort: Neuronal Spike Sorting with Python,Christophe Pouzat; Georgios Is. Detorakis,2014,arXiv,,https://arxiv.org/pdf/1412.6383v1,http://arxiv.org/abs/1412.6383v1,"Extracellular recordings with multi-electrode arrays is one of the basic tools of contemporary neuroscience. These recordings are mostly used to monitor the activities, understood as sequences of emitted action potentials, of many individual neurons. But the raw data produced by extracellular recordings are most commonly a mixture of activities from several neurons. In order to get the activities of the individual contributing neurons, a pre-processing step called spike sorting is required. We present here a pure Python implementation of a well tested spike sorting procedure. The latter was designed in a modular way in order to favour a smooth transition from an interactive sorting, for instance with IPython, to an automatic one. Surprisingly enough - or sadly enough, depending on one's view point -, recoding our now 15 years old procedure into Python was the occasion of major methodological improvements.",arxiv,1412.6383v1
Exponential Integrators for Phase-Field Equations using Pseudo-spectral Methods: A Python Implementation,Elvis do A. Soares; Amaro G. Barreto; Frederico W. Tavares,2023,arXiv,,https://arxiv.org/pdf/2305.08998v1,http://arxiv.org/abs/2305.08998v1,"In this paper, we implement exponential integrators, specifically Integrating Factor (IF) and Exponential Time Differencing (ETD) methods, using pseudo-spectral techniques to solve phase-field equations within a Python framework. These exponential integrators have showcased robust performance and accuracy when addressing stiff nonlinear partial differential equations. We compare these integrators to the well-known implicit-explicit (IMEX) Euler integrators used in phase-field modeling. The synergy between pseudo-spectral techniques and exponential integrators yields significant benefits for modeling intricate systems governed by phase-field dynamics, such as solidification processes and pattern formation. Our comprehensive Python implementation illustrates the effectiveness of this combined approach in solving phase-field model equations. The results obtained from this implementation highlight the accuracy and computational advantages of the ETD method compared to other numerical techniques.",arxiv,2305.08998v1
On the usage of pythonic idioms,Carol V. Alexandru; José J. Merchante; Sebastiano Panichella; Sebastian Proksch; Harald C. Gall; Gregório Robles,2018,,https://doi.org/10.1145/3276954.3276960,https://www.zora.uzh.ch/id/eprint/156901/1/paper.pdf,https://doi.org/https://doi.org/10.1145/3276954.3276960,,openalex,https://openalex.org/W2898514735
Large language models encode clinical knowledge,Karan Singhal; Shekoofeh Azizi; Tao Tu; S. Sara Mahdavi; Jason Lee; Hyung Won Chung; Nathan Scales; Ajay Kumar Tanwani; Heather Cole-Lewis; Stephen Pfohl; Perry W. Payne; Martin Seneviratne; Paul Gamble; Christopher Kelly; Abubakr Babiker; Nathanael Schärli; Aakanksha Chowdhery; P. Mansfield; Dina Demner‐Fushman; Blaise Agüera y Arcas; Dale R. Webster; Greg S. Corrado; Yossi Matias; Katherine Chou; Juraj Gottweis; Nenad Tomašev; Yun Liu; Alvin Rajkomar; Joëlle Barral; Christopher Semturs; Alan Karthikesalingam; Vivek Natarajan,2023,Nature,https://doi.org/10.1038/s41586-023-06291-2,https://www.nature.com/articles/s41586-023-06291-2.pdf,https://doi.org/https://doi.org/10.1038/s41586-023-06291-2,,openalex,https://openalex.org/W4384071683
Introduction to Anaconda and Python: Installation and setup,Damien Rolon-Mérette; Matt Ross; Thaddé Rolon-Mérette; Kinsey Church,2020,The Quantitative Methods for Psychology,https://doi.org/10.20982/tqmp.16.5.s003,https://www.tqmp.org/SpecialIssues/vol16-5/S003/S003.pdf,https://doi.org/https://doi.org/10.20982/tqmp.16.5.s003,,openalex,https://openalex.org/W3115653929
Futzing and Moseying: Interviews with Professional Data Analysts on Exploration Practices,Sara Alspaugh; Nava Zokaei; Andrea J. Liu; Cindy Jin; Marti A. Hearst,2018,IEEE Transactions on Visualization and Computer Graphics,https://doi.org/10.1109/tvcg.2018.2865040,https://escholarship.org/content/qt04g0z5gn/qt04g0z5gn.pdf?t=pvt8ml,https://doi.org/https://doi.org/10.1109/tvcg.2018.2865040,,openalex,https://openalex.org/W2904955348
Performing an Inductive Thematic Analysis of Semi-Structured Interviews With a Large Language Model: An Exploration and Provocation on the Limits of the Approach,Stefano De Paoli,2023,Social Science Computer Review,https://doi.org/10.1177/08944393231220483,https://journals.sagepub.com/doi/pdf/10.1177/08944393231220483,https://doi.org/https://doi.org/10.1177/08944393231220483,,openalex,https://openalex.org/W4389431401
Some Methodological Uses of Responses to Open Questions and Other Verbatim Comments in Quantitative Surveys,Eleanor Singer; Mick P. Couper,2017,Social Science Open Access Repository (GESIS – Leibniz Institute for the Social Sciences),https://doi.org/10.12758/mda.2017.01,http://www.ssoar.info/ssoar/handle/document/52403,https://doi.org/https://doi.org/10.12758/mda.2017.01,,openalex,https://openalex.org/W2729861866
"Opinion Paper: “So what if ChatGPT wrote it?” Multidisciplinary perspectives on opportunities, challenges and implications of generative conversational AI for research, practice and policy",Yogesh K. Dwivedi; Nir Kshetri; Laurie Hughes; Emma Slade; Anand Jeyaraj; Arpan Kumar Kar; Abdullah M. Baabdullah; Alex Koohang; Vishnupriya Raghavan; Manju Ahuja; Hanaa Albanna; Mousa Ahmad Albashrawi; Adil S. Al-Busaidi; Janarthanan Balakrishnan; Yves Barlette; Sriparna Basu; Indranil Bose; Laurence Brooks; Dimitrios Buhalis; Lemuria Carter; Soumyadeb Chowdhury; Tom Crick; Scott W. Cunningham; Gareth H. Davies; Robert M. Davison; Rahul Dé; Denis Dennehy; Yanqing Duan; Rameshwar Dubey; Rohita Dwivedi; John S. Edwards; Carlos Flavián; Robin Gauld; Varun Grover; Mei‐Chih Hu; Marijn Janssen; Paul Jones; Iris Junglas; Sangeeta Khorana; Sascha Kraus; Kai R. Larsen; Paul Latreille; Sven Laumer; Tegwen Malik; Abbas Mardani; Marcello Mariani; Sunil Mithas; Emmanuel Mogaji; Jeretta Horn Nord; Siobhán O’Connor; Fevzi Okumus; Margherita Pagani; Neeraj Pandey; Savvas Papagiannidis; Ilias O. Pappas; Nishith Pathak; Jan Pries‐Heje; Ramakrishnan Raman; Nripendra P. Rana; Sven‐Volker Rehm; Samuel Ribeiro‐Navarrete; Alexander Richter; Frantz Rowe; Suprateek Sarker; Bernd Carsten Stahl; Manoj Tiwari; Wil van der Aalst; Viswanath Venkatesh; Giampaolo Viglia; Michael Wade; Paul Walton; Jochen Wirtz; Ryan Wright,2023,International Journal of Information Management,https://doi.org/10.1016/j.ijinfomgt.2023.102642,https://linkinghub.elsevier.com/science/article/pii/S0268401223000233/pdfft?md5=492895056a2fa29b1cb81876a1c57544&pid=1-s2.0-S0268401223000233-main.pdf,https://doi.org/https://doi.org/10.1016/j.ijinfomgt.2023.102642,,openalex,https://openalex.org/W4360620450
Use of telecritical care for family visitation to ICU during the COVID-19 pandemic: an interview study and sentiment analysis,Farzan Sasangohar; Atiya Dhala; Feibi Zheng; Nima Ahmadi; Bita A. Kash; Faisal Masud,2020,BMJ Quality & Safety,https://doi.org/10.1136/bmjqs-2020-011604,https://qualitysafety.bmj.com/content/qhc/30/9/715.full.pdf,https://doi.org/https://doi.org/10.1136/bmjqs-2020-011604,,openalex,https://openalex.org/W3092463361
TensorFlow-Based Automatic Personality Recognition Used in Asynchronous Video Interviews,Hung-Yue Suen; Kuo-En Hung; Chien‐Liang Lin,2019,IEEE Access,https://doi.org/10.1109/access.2019.2902863,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08660507.pdf,https://doi.org/https://doi.org/10.1109/access.2019.2902863,,openalex,https://openalex.org/W2918872075
"Burmese pythons in Florida: A synthesis of biology, impacts, and management tools",Jacquelyn C. Guzy; Bryan G. Falk; Brian J. Smith; John D. Willson; Robert N. Reed; Nicholas G. Aumen; Michael L. Avery; Ian A. Bartoszek; Earl W. Campbell; Michael S. Cherkiss; Natalie M. Claunch; Andrea F. Currylow; Tylan Dean; Jeremy Dixon; Richard M. Engeman; Sarah Funck; Rebekah E. Gibble; Kodiak C. Hengstebeck; John S. Humphrey; Margaret E. Hunter; Jillian M. Josimovich; Jennifer Ketterlin; Michael Kirkland; Frank J. Mazzotti; Robert A. McCleery; Melissa A. Miller; Matthew McCollister; M. Rockwell Parker; Shannon E. Pittman; Michael R. Rochford; Christina M. Romagosa; Art Roybal; Ray W. Snow; McKayla M. Spencer; J. Hardin Waddle; Amy A. Yackel Adams; Kristen M. Hart,2023,NeoBiota,https://doi.org/10.3897/neobiota.80.90439,https://neobiota.pensoft.net/article/90439/download/pdf/,https://doi.org/https://doi.org/10.3897/neobiota.80.90439,,openalex,https://openalex.org/W4315479834
Is Python an Appropriate Programming Language for Teaching Programming in Secondary Schools?,Eva Mészárosová,2015,International Journal of Information and Communication Technologies in Education,https://doi.org/10.1515/ijicte-2015-0005,https://doi.org/10.1515/ijicte-2015-0005,https://doi.org/https://doi.org/10.1515/ijicte-2015-0005,,openalex,https://openalex.org/W2547172951
Towards a Standard Psychometric Diagnostic Interview for Subjects at Ultra High Risk of Psychosis: CAARMS versus SIPS,Paolo Fusar‐Poli; Marco Cappucciati; Grazia Rutigliano; Tae Young Lee; Q. Beverly; Ilaria Bonoldi; J. Lelli; Stephen J. Kaar; E. Gago; Matteo Rocchetti; Rashmi Patel; Vishal Bhavsar; Stefania Tognin; Steven Badger; Maria Calem; Kelvin O. Lim; Jun Soo Kwon; Jesús Pérez; Philip McGuire,2016,Psychiatry Journal,https://doi.org/10.1155/2016/7146341,https://downloads.hindawi.com/journals/psychiatry/2016/7146341.pdf,https://doi.org/https://doi.org/10.1155/2016/7146341,,openalex,https://openalex.org/W2414138634
SPIRIT 2013 explanation and elaboration: guidance for protocols of clinical trials,A.-W. Chan; Jennifer Tetzlaff; Peter C Gøtzsche; Douglas G. Altman; H Mann; Jesse A. Berlin; Kay Dickersin; A. Hrobjartsson; Kenneth F. Schulz; Wendy R. Parulekar; Karmela Krleža-Jerić; A. Laupacis; David Moher,2013,BMJ,https://doi.org/10.1136/bmj.e7586,https://www.bmj.com/content/bmj/346/bmj.e7586.full.pdf,https://doi.org/https://doi.org/10.1136/bmj.e7586,,openalex,https://openalex.org/W2171811563
Code Llama: Open Foundation Models for Code,"Baptiste Rozière; Jonas Gehring; Fabian Gloeckle; Sten Sootla; Itai Gat; Xiaoqing Ellen Tan; Yossi Adi; Jingyu Liu; Sauvestre, Romain; Tal Remez; Jérémy Rapin; Artyom Kozhevnikov; Ivan Evtimov; Joanna Bitton; Manish Bhatt; Cristian Canton Ferrer; Aaron Grattafiori; Wenhan Xiong; Alexandre Défossez; Jade Copet; Faisal Azhar; Hugo Touvron; Louis Martin; Nicolas Usunier; Thomas Scialom; Gabriel Synnaeve",2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2308.12950,https://arxiv.org/pdf/2308.12950,https://doi.org/https://doi.org/10.48550/arxiv.2308.12950,,openalex,https://openalex.org/W4386185625
Discovering repetitive code changes in python ML systems,Malinda Dilhara; Ameya Ketkar; Nikhith Sannidhi; Danny Dig,2022,Proceedings of the 44th International Conference on Software Engineering,https://doi.org/10.1145/3510003.3510225,https://dl.acm.org/doi/pdf/10.1145/3510003.3510225,https://doi.org/https://doi.org/10.1145/3510003.3510225,,openalex,https://openalex.org/W4284709363
Proceedings of the 17th Python in Science Conference,,2018,Proceedings of the Python in Science Conferences,https://doi.org/10.25080/majora-4af1f417-018,https://conference.scipy.org/proceedings/scipy2018/pdfs/proceedings.pdf,https://doi.org/https://doi.org/10.25080/majora-4af1f417-018,,openalex,https://openalex.org/W3149892364
Strengthening the coding skills of teachers in a low dropout Python MOOC,Fotis Lazarinis; Anthi Karatrantou; Christos Panagiotakopoulos; Vassilis Daloukas; Theodor Panagiotakopoulos,2022,Advances in Mobile Learning Educational Research,https://doi.org/10.25082/amler.2022.01.003,https://www.syncsci.com/journal/AMLER/article/download/AMLER.2022.01.003/549,https://doi.org/https://doi.org/10.25082/amler.2022.01.003,,openalex,https://openalex.org/W4205825357
"Machine Learning Operations (MLOps): Overview, Definition, and Architecture",Dominik Kreuzberger; Niklas Kühl; Sebastian Hirschl,2023,IEEE Access,https://doi.org/10.1109/access.2023.3262138,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10081336.pdf,https://doi.org/https://doi.org/10.1109/access.2023.3262138,,openalex,https://openalex.org/W4360995249
End-to-End generation of Multiple-Choice questions using Text-to-Text transfer Transformer models,Ricardo Rodriguez-Torrealba; Eva García‐López; Antonio García‐Cabot,2022,Expert Systems with Applications,https://doi.org/10.1016/j.eswa.2022.118258,https://www.sciencedirect.com/science/article/pii/S0957417422014014/pdf,https://doi.org/https://doi.org/10.1016/j.eswa.2022.118258,,openalex,https://openalex.org/W4286639707
Identifying and Validating Java Misconceptions Toward a CS1 Concept Inventory,Ricardo Caceffo; Pablo Frank-Bolton; Renan Souza; Rodolfo Azevedo,2019,,https://doi.org/10.1145/3304221.3319771,,https://doi.org/https://doi.org/10.1145/3304221.3319771,,openalex,https://openalex.org/W2964325521
Interview Questions,Jianfeng Ren; Andric Li,2025,Silicon Valley Python Engineer Interview Guide,10.1007/978-981-96-3201-5_19,,https://doi.org/10.1007/978-981-96-3201-5_19,,crossref,10.1007/978-981-96-3201-5_19
How to Interview,,2015,,10.4135/9781529622492,,https://doi.org/10.4135/9781529622492,,crossref,10.4135/9781529622492
Writing Your Questions,,2015,,10.4135/9781529622263,,https://doi.org/10.4135/9781529622263,,crossref,10.4135/9781529622263
Planning the Interview: Developing the Interview Guide,,2020,,10.4135/9781529623666,,https://doi.org/10.4135/9781529623666,,crossref,10.4135/9781529623666
Appendix 2 Interview Questions,,,,10.15845/voices.v13i1.668.s180,,https://doi.org/10.15845/voices.v13i1.668.s180,,crossref,10.15845/voices.v13i1.668.s180
Questionnaire &amp; Interview Questions,,,,10.22334/jbhost.v0i0.142.s13,,https://doi.org/10.22334/jbhost.v0i0.142.s13,,crossref,10.22334/jbhost.v0i0.142.s13
Metacognitive Awareness Interview Questions,,,,10.24235/eltecho.v6i1.7957.s1898,,https://doi.org/10.24235/eltecho.v6i1.7957.s1898,,crossref,10.24235/eltecho.v6i1.7957.s1898
Janine Hiring - 5. Planning Interview Questions,,2020,,10.4135/9781036219062,,https://doi.org/10.4135/9781036219062,,crossref,10.4135/9781036219062
Supplemental Information 2: Interview Questions,,,,10.7717/peerj-cs.2138/supp-2,,https://doi.org/10.7717/peerj-cs.2138/supp-2,,crossref,10.7717/peerj-cs.2138/supp-2
Interview Questions for Need Analysis,,,,10.24071/llt.v26i1.5208.s869,,https://doi.org/10.24071/llt.v26i1.5208.s869,,crossref,10.24071/llt.v26i1.5208.s869
Supplemental Information 5: Arabic Interview Questions,,,,10.7717/peerj-cs.886/supp-5,,https://doi.org/10.7717/peerj-cs.886/supp-5,,crossref,10.7717/peerj-cs.886/supp-5
Appendix A: Semi-Structured Interview Questions,,,,10.15845/voices.v17i2.914.s254,,https://doi.org/10.15845/voices.v17i2.914.s254,,crossref,10.15845/voices.v17i2.914.s254
Appendix: Questions for Semi-Structured Interview,,,,10.15845/voices.v18i1.920.s306,,https://doi.org/10.15845/voices.v18i1.920.s306,,crossref,10.15845/voices.v18i1.920.s306
Appendix I:  Appendix I: Interview questions,,,,10.7717/peerj.2950/supp-1,,https://doi.org/10.7717/peerj.2950/supp-1,,crossref,10.7717/peerj.2950/supp-1
How Do I Ask Well-Worded Interview Questions?,,2021,,10.4135/9781529763140,,https://doi.org/10.4135/9781529763140,,crossref,10.4135/9781529763140
Interview Questions Guide,CIFOR,2015,,10.17528/cifor/005540,,https://doi.org/10.17528/cifor/005540,,crossref,10.17528/cifor/005540
